,data,data,loo_ptest[DP],loo_ptest[DP],loo_ptest[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],subgraph_metrics[DP],subgraph_metrics[DP],subgraph_metrics[DP]
C0730292,Macular dystrophy,,6,0.28,0.21,0.0,0.0,0.4963072092555643,4.907662451090493e-05,0.0,0.0,0.4756353146799066,4.802859120610562e-05,0.0,0.0,0.44184724606700004,4.63994060876e-05,0.0,0.0,0.4145283281518259,8.898225552475744e-05,0.0,0.0,0.4993426445795245,4.6399406087602083e-05,0.0,0.0,0.4930397661361421,4.6399406087602083e-05,0.0,0.0,0.8675699503503318,0.002721693556933789,0.9444444444444444,0.0,0.06666666666666668
C0730290,Cone dystrophy,,20,0.02,0.27,0.15,0.1,0.8519338812276548,0.015654214501780873,0.15,0.1,0.8430004178854993,0.011657157263303276,0.1,0.1,0.774938477968,0.015079064100799998,0.05,0.05,0.7395308074476482,0.011368647642166923,0.15,0.0,0.5675813715930723,0.002306758029343509,0.05,0.05,0.5183846403863119,0.050088212080412274,0.15,0.05,0.7408343780470819,0.01320348074079451,0.9725400457665904,0.9848997656860192,0.03157894736842105
C0013990,Pathological accumulation of air in tissues,,9,0.05,0.08,0.0,0.0,0.7846925726543323,0.0011535369390127562,0.1111111111111111,0.0,0.6530175525441907,0.0019539642130714267,0.33333333333299997,0.222222222222,0.8748066332529999,0.027321423908000003,0.0,0.0,0.8954014809314607,0.001365491459744201,0.0,0.0,0.5814512303281563,0.00042448683727938234,0.3333333333333333,0.2222222222222222,0.6613761524658126,0.024127687054836467,0.2222222222222222,0.1111111111111111,0.6566115958170905,0.013930608538416652,0.9922128487994808,0.909475298499288,0.16666666666666666
C0476397,Electroretinogram abnormal,,90,0.0,0.02,0.25555555555555554,0.08888888888888889,0.7935184753859928,0.022595081124547053,0.22222222222222224,0.08888888888888888,0.7313077436685766,0.02367577616796625,0.166666666667,0.0555555555556,0.7418979001360001,0.017374927729599997,0.13333333333333336,0.02222222222222222,0.7547325869681112,0.018803682259418347,0.11111111111111108,0.02222222222222222,0.7033009321801421,0.006818042836450812,0.05555555555555556,0.02222222222222222,0.526573086339239,0.004307703917046621,0.07777777777777778,0.02222222222222222,0.6763078213071225,0.00585186558000971,0.9583436647656832,0.6409182070181265,0.020973782771535585
C1859117,Recurrent pulmonary infections,,29,0.0,0.11,0.13333333333333333,0.03333333333333333,0.8176173665304101,0.004623359551573349,0.35,0.1,0.8591500990957514,0.013642251283480959,0.316666666667,0.1,0.8080151430689999,0.01414741165,0.25,0.15,0.8346649324910193,0.01470003132531703,0.0,0.0,0.6791956986250464,0.0019830114512099377,0.13333333333333333,0.06666666666666668,0.5604298278211323,0.009617768786630516,0.1,0.0,0.7549594326768241,0.00288043821931134,0.9800260529743812,0.8668085220998195,0.056650246305418726
C0023434,Chronic Lymphocytic Leukemia,cancer,37,0.0,0.05,0.09166666666666663,0.03333333333333333,0.7105078609045848,0.004473837242299093,0.08333333333333333,0.0,0.7107862840768278,0.003004902824647466,0.05833333333330001,0.0333333333333,0.7261293757739999,0.0183761036199,0.05833333333333333,0.0,0.7280305142503097,0.003046270782423744,0.0,0.0,0.622737182465923,0.0005672661298489728,0.0,0.0,0.5302329228624536,0.0005858992838056468,0.0,0.0,0.6241229089219331,0.0010082626301783743,0.9838383838383838,0.6643563585390546,0.04804804804804805
C4012968,Mild global developmental delay,,14,0.06,0.02,0.25,0.15,0.7514111312259203,0.08596245091636713,0.35,0.15,0.7460985006730724,0.15804649522532435,0.35,0.1,0.6822076776680001,0.0103719192399,0.2,0.15,0.7084087638676136,0.022571222988764742,0.2,0.05,0.6603513902427702,0.005399019954793324,0.15,0.1,0.6439469897414474,0.009337354242560564,0.05,0.0,0.6493037181451051,0.001764627613015095,0.9774223894637818,0.940300505304019,0.13186813186813187
C1839829,Short distal phalanges,,50,0.0,0.28,0.20000000000000004,0.1,0.8152987399451341,0.013601196343247246,0.16,0.06000000000000001,0.8080229692658204,0.009853786366654745,0.14,0.12,0.771427442228,0.0172125135112,0.12,0.02,0.7758622773980564,0.006697907379844229,0.06000000000000001,0.0,0.6533835495420096,0.0019890920364438363,0.08,0.02,0.5432384804947226,0.002476848761319699,0.06000000000000001,0.04,0.6670377086529966,0.009780552707129178,0.9733333333333334,0.8159226962055149,0.031020408163265307
C0151686,Growth retardation,,110,0.0,0.07,0.07272727272727272,0.01818181818181818,0.7629787170911804,0.004903652617644347,0.1090909090909091,0.027272727272727268,0.7571041934239584,0.009478054769298154,0.1,0.0454545454545,0.71499913105,0.017217084993,0.045454545454545456,0.0,0.7330595082168727,0.0034658075925372385,0.00909090909090909,0.0,0.6394087751200634,0.0017257216362437672,0.07272727272727272,0.03636363636363636,0.5388573099861392,0.007121942671121696,0.07272727272727272,0.00909090909090909,0.6966678959125456,0.00498524609717545,0.9569313593539704,0.7150414158675563,0.021351125938281902
C0857973,Increased serum parathyroid hormone,,13,0.13,0.23,0.0,0.0,0.7840837356108429,0.001292558571772776,0.0,0.0,0.7841092647604901,0.0014385040679204444,0.05,0.0,0.707171370219,0.0013252690470799999,0.0,0.0,0.7744151503898997,0.0010359616515446034,0.0,0.0,0.6063962124025251,0.0007615925332209003,0.0,0.0,0.5927822131451912,0.0014236036565353776,0.0,0.0,0.6757542703304864,0.0006702677190334735,0.9804113614103821,0.9281440027133756,0.1282051282051282
C1527311,Brain Edema,nervous system ,32,0.0,0.23,0.575,0.13333333333333333,0.891495547812621,0.039325930574408544,0.275,0.03333333333333333,0.8960754936120789,0.014260429509123937,0.508333333333,0.133333333333,0.907111885405,0.034606449994099994,0.4833333333333333,0.06666666666666668,0.9376356949283778,0.03696133921324299,0.275,0.025,0.8803917924893534,0.011970508597912077,0.31666666666666665,0.11666666666666665,0.6697282229965157,0.045798458841087256,0.3833333333333333,0.1,0.9018010065814944,0.01968245614632146,0.9236180904522612,0.8211302211302212,0.1532258064516129
C0240538,Convex nasal ridge,,38,0.02,0.27,0.2333333333333333,0.13333333333333333,0.8820466796784237,0.02133225227393497,0.2333333333333333,0.075,0.8692920597301609,0.021319799605579923,0.175,0.075,0.835512996267,0.00973577775219,0.05,0.025,0.8344629552178695,0.004631340545936856,0.0,0.0,0.7059133788744829,0.001369105967638707,0.15,0.05,0.5687799154235792,0.009914927207989086,0.05,0.0,0.6196527874591445,0.0015595594866250598,0.9712278353964536,0.7805487639228471,0.061166429587482224
C0431904,Ulnar polydactyly of fingers,,45,0.0,0.56,0.235,0.21,0.8297572285236148,0.03287652477704252,0.21,0.16999999999999998,0.8163003207512087,0.041521803576517496,0.235,0.195,0.771706140759,0.0791845581054,0.185,0.045,0.8095293324656007,0.009729915309518628,0.09,0.0,0.6748800669393826,0.002938599881883691,0.095,0.095,0.5511922415396058,0.04337102623583963,0.12,0.05,0.6951696727407958,0.008715354053490821,0.9718172983479106,0.8993880515973761,0.029292929292929294
C0027726,Nephrotic Syndrome,urinary system ,56,0.0,0.38,0.13666666666666666,0.06999999999999999,0.8321134675906547,0.017990584331774574,0.15333333333333332,0.05333333333333333,0.8379035858797266,0.015679660049079783,0.156666666667,0.136666666667,0.805579662961,0.041258975803199996,0.05333333333333333,0.016666666666666666,0.7955293552237881,0.006110311607102523,0.0,0.0,0.7121467218578981,0.0013512226230168974,0.08666666666666667,0.016666666666666666,0.5367761189402043,0.004680817331737494,0.04,0.02,0.7597263693161558,0.0031711249914089675,0.9668360524204332,0.7873541127961423,0.04025974025974026
C0405580,Adrenal cortical hypofunction,endocrine system ,16,0.0,0.01,0.95,0.75,0.976723457592498,0.2649126206105107,0.95,0.75,0.985625087043313,0.5271317321546154,0.95,0.75,0.978215960262,0.402792787504,0.85,0.6,0.9787219720532938,0.4726729936273572,0.85,0.4,0.9726324218931344,0.052844298588641724,0.75,0.75,0.8731604846571654,0.4954143589684916,0.8,0.7,0.9815468176964858,0.5467986749377083,0.8588235294117647,0.9628748215135648,0.3
C1563720,Kallmann Syndrome 2 (disorder),,18,0.0,0.0,0.35,0.1,0.6387309067273318,0.030659583934151132,0.2,0.15,0.7002100840336134,0.012144293148439986,0.3,0.2,0.661166952969,0.0148485209151,0.4,0.25,0.6937114072148195,0.026818485877642063,0.5,0.45,0.747077394493709,0.04110222196310772,0.0,0.0,0.4930358883885046,8.356201128318405e-05,0.05,0.0,0.7514810344027113,0.0010629116551908657,0.9270072992700731,0.98515931907464,0.06535947712418301
C0011849,Diabetes Mellitus,acquired metabolic ,80,0.0,0.12,0.05,0.0125,0.8242547259859384,0.005414584439960788,0.05,0.025,0.8331910299390044,0.0068377096199085064,0.0375,0.0,0.77810070075,0.0036054370001999997,0.025,0.025,0.7980624621688317,0.015212243090799157,0.0125,0.0,0.6671177305955208,0.0011441735780929002,0.0375,0.0125,0.5431612888205988,0.0020625397247920037,0.025,0.0,0.6975351538855519,0.002870343956890941,0.9692151556156968,0.6772957554600025,0.02879746835443038
C0011848,Diabetes Insipidus,urinary system ,10,0.07,0.17,0.3,0.0,0.7104167633545273,0.007393997123181732,0.3,0.1,0.7262890425581288,0.00954516723138472,0.2,0.0,0.776379542396,0.005559286385229999,0.2,0.1,0.8124472084280875,0.0075776903871864485,0.2,0.1,0.5962616605559938,0.006981570859889033,0.0,0.0,0.4930384740335082,4.640801930573604e-05,0.2,0.0,0.7315125075416531,0.0055345085208743615,0.9642857142857144,0.9958260869565216,0.08888888888888889
C1834060,Short middle phalanx of the 5th finger,,13,0.0,0.17,0.3,0.1,0.9535323059784628,0.02028384589938464,0.35,0.1,0.9451262532491644,0.021660953905921317,0.2,0.05,0.9438613999259999,0.00665346033865,0.2,0.2,0.9460569067953954,0.040946552324044434,0.1,0.0,0.6647187151875232,0.0025980663688463185,0.25,0.1,0.6195448848867434,0.016276572134374855,0.05,0.05,0.8176035090976607,0.01009443179115876,0.9720496894409938,0.9497901678657076,0.1153846153846154
C0431478,Posteriorly rotated ear,,61,0.01,0.05,0.06666666666666668,0.0,0.7449625733248268,0.002345645910829777,0.016666666666666666,0.0,0.7493009219877009,0.0024741063924845824,0.0,0.0,0.715940230298,0.00133361038295,0.06666666666666668,0.016666666666666666,0.7522905701171425,0.0026763895733689174,0.016666666666666666,0.0,0.6127943515515623,0.0010833285736307626,0.016666666666666666,0.016666666666666666,0.5180409533556631,0.0028294253433086176,0.0,0.0,0.6032495525191841,0.0006632426602951876,0.979850046860356,0.6387987839859312,0.023497267759562842
C4072849,Scapular weakness,,23,0.11,0.19,0.1833333333333333,0.15,0.8572729946441286,0.018574030912274508,0.2333333333333333,0.11666666666666665,0.8453809479582673,0.0289881734169683,0.21666666666700002,0.1,0.8734992724680001,0.0245541479292,0.11666666666666665,0.03333333333333333,0.8803767685210984,0.007899213788775759,0.0,0.0,0.7446549642425931,0.001346592877488023,0.0,0.0,0.5181120553543234,0.000525881405101394,0.0,0.0,0.7163470171202131,0.001016087846923021,0.9834898946769144,0.6620517557856346,0.11462450592885375
C0038587,Substance Withdrawal Syndrome,,52,0.0,0.01,0.2,0.1,0.7426821669379213,0.034189796353601934,0.21666666666666665,0.06000000000000001,0.8435500271254748,0.02232204069893096,0.176666666667,0.04,0.81434968612,0.0181303268692,0.19,0.05666666666666665,0.8408886305510347,0.012516171023011708,0.11333333333333333,0.0,0.7407921413624738,0.004199809930262104,0.0,0.0,0.5028909555917228,0.0003044364975859012,0.13333333333333333,0.03666666666666667,0.8929555917228553,0.009501004740954382,0.9593601383484652,0.8323264736658528,0.035444947209653084
C1839739,Prominent lower lip,,64,0.01,0.25,0.1214285714285714,0.04523809523809523,0.8353753603055699,0.008572530504404725,0.10714285714285714,0.030952380952380957,0.8358820590535567,0.009617279005259109,0.114285714286,0.0166666666667,0.8053619340070001,0.00698931758009,0.047619047619047616,0.0,0.8005184966090843,0.003367371313485299,0.0,0.0,0.7104407193482706,0.0013425013572041726,0.03333333333333333,0.016666666666666666,0.5251911475053894,0.0062477899852212745,0.03333333333333333,0.016666666666666666,0.6427822569031335,0.003878045429337171,0.972822966507177,0.6316399238239199,0.03521825396825397
C0040412,Fissured tongue,gastrointestinal system ,17,0.04,0.26,0.5,0.35,0.8846587743732591,0.08090139197118526,0.5,0.25,0.8624396471680594,0.11220868186443808,0.5,0.3,0.8612883008359999,0.147021349105,0.45,0.1,0.8929805013927575,0.06020110327855384,0.25,0.0,0.8098142989786444,0.005972179592907235,0.1,0.1,0.543681522748375,0.00840760727654288,0.0,0.0,0.7886258124419684,0.0008991723482504111,0.9802306425041186,0.9359960579265788,0.08823529411764706
C0003028,Anhidrosis,integumentary system ,13,0.27,0.63,0.15,0.15,0.8297484218343854,0.006623954314148507,0.15,0.0,0.8381126995915336,0.003115155507592625,0.15,0.0,0.740976606016,0.0038337821447199994,0.2,0.1,0.8287179725213516,0.038157348980513685,0.0,0.0,0.7358649740066839,0.0016098800036767498,0.1,0.0,0.5434970293353139,0.001978773008136275,0.0,0.0,0.631767545488303,0.0002664109465932876,0.9923342276734382,0.9004752784280343,0.1282051282051282
C0040411,Tongue Neoplasms,,9,0.33,0.24,0.0,0.0,0.7998241651712972,0.0015702709916708018,0.0,0.0,0.800164490646206,0.001095616789050465,0.0,0.0,0.723787203762,0.000758230009615,0.0,0.0,0.7703215560093228,0.0009643135133056495,0.0,0.0,0.5903667264814472,0.00045872133205451815,0.0,0.0,0.4930387971041397,4.6405865701424656e-05,0.0,0.0,0.3863312913804839,0.00010303700066530792,0.9838056680161944,0.9627470856563608,0.2222222222222222
C0027080,Myoglobinuria,,11,0.09,0.16,0.3,0.2,0.7383945976051238,0.02070961749290277,0.2,0.0,0.8192657569850553,0.004599025372228333,0.3,0.2,0.773978928803,0.10295818839,0.2,0.0,0.8016986911723754,0.003204810799085178,0.1,0.0,0.6412768031189084,0.003172524309911706,0.35,0.3,0.6702554998607629,0.0498867992601089,0.1,0.0,0.7611714471363593,0.003680797042288768,0.97,0.9478201460352704,0.16363636363636366
C0007273,Carotid Artery Diseases,nervous system ,11,0.06,0.09,0.0,0.0,0.7926784553977537,0.0015380868323632939,0.0,0.0,0.7580200501253133,0.0012659269470169645,0.0,0.0,0.716381230855,0.0012589620905899999,0.1,0.0,0.7905643738977073,0.002753858402841596,0.0,0.0,0.5733755685510072,0.0006805573331407968,0.0,0.0,0.4930381509328877,5.105075966009834e-05,0.0,0.0,0.7268773786317646,0.0010077519000763694,0.9857651245551602,0.9680230234231352,0.18181818181818185
C1858085,Malar flattening,,129,0.0,0.34,0.030769230769230767,0.015384615384615384,0.8270352594017893,0.0053837999401906535,0.0467948717948718,0.015384615384615384,0.8126568759782312,0.007056924578039981,0.023717948717900002,0.0,0.757275976077,0.00272067246134,0.038461538461538464,0.007692307692307694,0.7674375248297219,0.003638147970501526,0.0,0.0,0.6575645094125587,0.0014530030783230696,0.007692307692307694,0.0,0.5006734538562053,0.0007032156668764152,0.015384615384615384,0.007692307692307694,0.6843893443996113,0.0030430489768932594,0.9691415313225058,0.5029338335895736,0.01610949612403101
C4228227,Small thymus,,13,0.69,0.2,0.15,0.0,0.7321771722985517,0.003895019912361003,0.0,0.0,0.7260002784998143,0.002065756945764506,0.05,0.0,0.678990670256,0.00161176600218,0.15,0.05,0.7404358522094319,0.008096411018470095,0.1,0.0,0.6376125603416265,0.0032277612750873518,0.0,0.0,0.4930375046416636,6.0337533191168777e-05,0.0,0.0,0.7007890828072779,0.0003717394775106757,0.9855072463768116,0.9771586010754122,0.0641025641025641
C1112705,Nuclear non-senile cataract,,18,0.0,0.02,0.6,0.55,0.8346801151399788,0.2553803802450257,0.6,0.5,0.8550037141928595,0.3178372150221988,0.65,0.65,0.8977726449700001,0.39598510530500003,0.65,0.45,0.8837411207576953,0.279204534548565,0.65,0.55,0.8222248015228188,0.0807109855153116,0.55,0.55,0.7718580249779471,0.4750371386956281,0.55,0.5,0.7700450345884209,0.3413996997556183,0.8425925925925926,0.9694328358208956,0.2222222222222222
C3887709,Optic Neuropathy,,12,0.0,0.3,0.6,0.2,0.8726456254351357,0.050421820937601725,0.6,0.3,0.8757716407519146,0.03644431706587674,0.6,0.35,0.9210744952429999,0.07864821310430001,0.45,0.05,0.9309839870039452,0.013744962911040723,0.45,0.2,0.771368066836853,0.015584134082851362,0.45,0.2,0.8701369227198887,0.04069856788058708,0.6,0.35,0.8756648874448828,0.03468384341241533,0.9443413729128016,0.646342863704214,0.2272727272727273
C1956346,Coronary Artery Disease,,73,0.0,0.33,0.10892857142857143,0.039285714285714285,0.7661941112322792,0.006516791821282823,0.10892857142857143,0.039285714285714285,0.7703461213660663,0.008499150207581132,0.0696428571429,0.0410714285714,0.75738448214,0.00664202376305,0.09464285714285714,0.026785714285714284,0.7577013292283958,0.006224776926284942,0.0,0.0,0.6805692192861132,0.001546850815273442,0.042857142857142864,0.014285714285714284,0.5147033007952762,0.0035256657461605243,0.06607142857142857,0.0375,0.7275578004894008,0.00572799431186664,0.965452653485952,0.7276768624739136,0.031582952815829526
C4024748,Aplasia/Hypoplasia of the iris,,9,0.04,0.04,0.2222222222222222,0.2222222222222222,0.8760287110946104,0.08359907742472207,0.1111111111111111,0.0,0.9087979291710496,0.002110559902817251,0.222222222222,0.111111111111,0.9032702184270001,0.0065698905738599996,0.2222222222222222,0.1111111111111111,0.9292587092382896,0.007706886656332662,0.0,0.0,0.7068843718416765,0.00145614862953382,0.0,0.0,0.4930387971041397,4.6405865701424656e-05,0.1111111111111111,0.1111111111111111,0.6043613225254213,0.023150110404604254,0.9877450980392156,0.981736733287388,0.1388888888888889
C0236969,Substance-Related Disorders,,106,0.36,0.73,0.056363636363636366,0.0,0.6031655443060506,0.00240837132664982,0.04818181818181818,0.01,0.5654463025669496,0.0028867491583270304,0.0290909090909,0.01,0.5846496454919999,0.00237040953347,0.0,0.0,0.5870581579159269,0.001198586032280462,0.0,0.0,0.5611763596526546,0.0009565270573073976,0.01,0.01,0.5025848763143062,0.0009595937300512652,0.00909090909090909,0.00909090909090909,0.588809506655761,0.0014810608610512411,0.9773819621147866,0.8120330885889255,0.007187780772686434
C0007873,Uterine Cervical Neoplasm,cancer,25,0.02,0.67,0.2333333333333333,0.1,0.8109457241934483,0.009951524368112568,0.2,0.0,0.8071002848473591,0.0053158734133558075,0.166666666667,0.05,0.794693943897,0.00707500988241,0.05,0.0,0.8082621214935909,0.0025539592684878424,0.0,0.0,0.7100126168803021,0.0005289540270006119,0.08333333333333333,0.0,0.6681555359464981,0.003793958676561357,0.08333333333333333,0.03333333333333333,0.6984573348194936,0.003158375331764682,0.9835164835164836,0.7637890355023474,0.1
C0030554,Paresthesia,,32,0.08,0.04,0.11666666666666665,0.09166666666666663,0.7969554781262098,0.017654120804232766,0.11666666666666665,0.11666666666666665,0.7603356562137049,0.016200137946167738,0.18333333333299998,0.0,0.747957801007,0.00507659223963,0.14166666666666666,0.05833333333333333,0.7269585753000387,0.008927855341317226,0.0,0.0,0.5827218350754937,0.0006349129097122903,0.03333333333333333,0.0,0.5098513356562137,0.0007729276050877365,0.0,0.0,0.5910011614401858,0.0005805519016088099,0.989423076923077,0.8390476794051165,0.04435483870967742
C1857042,Sparse scalp hair,,42,0.42,0.25,0.1,0.025,0.8198805484545666,0.004516077190130455,0.06999999999999999,0.0,0.8207515686730188,0.003887361001144233,0.05,0.0,0.7715284685100001,0.00221155805515,0.045,0.0,0.7790348594004184,0.0024102599405640486,0.0,0.0,0.6331065535672786,0.001178461079230926,0.045,0.045,0.5158264001859167,0.005185880300127265,0.025,0.0,0.6993948408087379,0.0011465342844433903,0.975438596491228,0.8480927114820869,0.04065040650406504
