node_id,degree,protein_id,protein_name,role
1634,70,2280,FKBP1A,common_disease
4995,26,7042,TGFB2,common_disease
440,17,633,BGN,common_disease
3009,39,4318,MMP9,common_disease
1665,90,2319,FLOT2,common_disease
13069,48,51606,ATP6V1H,common_disease
4889,148,6897,TARS,common_disease
6195,146,8971,H1FX,common_disease
577,158,811,CALR,common_disease
330,75,471,ATIC,common_disease
1291,23,1801,DPH1,common_disease
13965,167,55299,BRIX1,common_disease
7347,110,10397,NDRG1,common_disease
3780,68,5460,POU5F1,common_disease
3799,55,5494,PPM1A,common_disease
4870,61,6876,TAGLN,common_disease
4647,185,6612,SUMO3,common_disease
2126,212,3068,HDGF,common_disease
6234,136,9040,UBE2M,common_disease
6794,82,140801,RPL10L,common_disease
9888,36,23049,SMG1,common_disease
4326,183,6209,RPS15,common_disease
1961,183,2869,GRK5,common_disease
6141,110,8883,NAE1,common_disease
2097,120,3035,HARS,common_disease
7379,103,10436,EMG1,common_disease
3297,345,4809,SNU13,common_disease
4410,75,6323,SCN1A,common_disease
1488,105,2072,ERCC4,common_disease
6305,281,9129,PRPF3,common_disease
12996,63,51477,ISYNA1,common_disease
15051,7,57732,ZFYVE28,common_disease
1331,20,1845,DUSP3,common_disease
3864,123,5573,PRKAR1A,common_disease
5963,124,8665,EIF3F,common_disease
6746,44,9675,TTI1,common_disease
3558,52,5163,PDK1,common_disease
3818,86,5520,PPP2R2A,common_disease
10038,28,23214,XPO6,common_disease
8058,159,11345,GABARAPL2,common_disease
13254,84,53347,UBASH3A,common_disease
7550,57,10640,EXOC5,common_disease
7465,117,10540,DCTN2,common_disease
11689,31,29781,NCAPH2,common_disease
6188,49,8943,AP3D1,common_disease
4573,3,6523,SLC5A1,common_disease
5762,8,8404,SPARCL1,common_disease
14624,26,56926,NCLN,common_disease
10175,26,23376,UFL1,common_disease
9798,21,22931,RAB18,common_disease
4046,44,5802,PTPRS,common_disease
2558,12,3698,ITIH2,common_disease
10781,32,25852,ARMC8,common_disease
14536,63,56647,BCCIP,common_disease
5949,58,8650,NUMB,common_disease
4036,53,5792,PTPRF,common_disease
2563,62,3704,ITPA,common_disease
9878,76,23039,XPO7,common_disease
7190,45,10196,PRMT3,common_disease
13878,46,55197,RPRD1A,common_disease
4154,60,5955,RCN2,common_disease
3211,64,4692,NDN,common_disease
5296,32,7443,VRK1,common_disease
1227,20,1718,DHCR24,common_disease
3852,37,5557,PRIM1,common_disease
13663,38,54931,TRMT10C,common_disease
6606,41,9522,SCAMP1,common_disease
578,119,813,CALU,common_disease
6480,38,9373,PLAA,common_disease
2150,62,3098,HK1,common_disease
17904,37,80324,PUS1,common_disease
2684,20,3855,KRT7,common_disease
17323,28,79020,C7orf25,common_disease
21373,47,259266,ASPM,common_disease
3586,32,5199,CFP,common_disease
2800,42,4040,LRP6,common_disease
15893,66,65265,C8orf33,common_disease
8053,105,11340,EXOSC8,common_disease
10893,103,26019,UPF2,common_disease
15233,7,60487,TRMT11,common_disease
6410,6,9271,PIWIL1,common_disease
15270,21,60684,TRAPPC11,common_disease
9514,35,153090,DAB2IP,common_disease
19119,4,613037,NPIPB13,common_disease
14534,24,56623,INPP5E,common_disease
15693,9,64779,MTHFSD,common_disease
90,42,128,ADH5,common_disease
9317,27,152006,RNF38,common_disease
5615,13,8131,NPRL3,common_disease
17656,4,79841,AGBL2,common_disease
14617,126,56916,SMARCAD1,common_disease
18721,89,84612,PARD6B,common_disease
598,42,833,CARS,common_disease
10034,77,23210,JMJD6,common_disease
19401,156,90993,CREB3L1,common_disease
10449,72,23786,BCL2L13,common_disease
5208,166,7334,UBE2N,common_disease
6225,87,9025,RNF8,common_disease
6171,224,8924,HERC2,common_disease
7740,55,10920,COPS8,common_disease
5197,89,7320,UBE2B,common_disease
9808,17,22943,DKK1,common_disease
6885,83,9821,RB1CC1,common_disease
5370,5,7547,ZIC3,common_disease
3744,69,5422,POLA1,common_disease
5827,37,8496,PPFIBP1,common_disease
3341,61,4860,PNP,common_disease
7967,113,11200,CHEK2,common_disease
808,108,1104,RCC1,common_disease
2979,79,4282,MIF,common_disease
1928,56,2821,GPI,common_disease
13332,43,54107,POLE3,common_disease
2740,167,3939,LDHA,common_disease
3673,22,5313,PKLR,common_disease
455,19,649,BMP1,common_disease
14448,83,56254,RNF20,common_disease
10889,45,26013,L3MBTL1,common_disease
13016,56,51514,DTL,common_disease
15581,100,64432,MRPS25,common_disease
14220,62,55749,CCAR1,common_disease
17877,29,80271,ITPKC,common_disease
