,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_top_10
C0018920,"Hemangioma, Cavernous",624,"{'positive regulation of phosphorus metabolic process', 'positive regulation of phosphorylation', 'positive regulation of protein phosphorylation', 'positive regulation of protein modification process', 'positive regulation of cellular protein metabolic process', 'positive regulation of phosphate metabolic process', 'regulation of protein phosphorylation', 'positive regulation of signal transduction', 'positive regulation of protein metabolic process', 'regulation of phosphorylation'}",0.0016025641025641025,1,"{'Ras protein signal transduction', 'type II transforming growth factor beta receptor binding', 'pathway-restricted SMAD protein phosphorylation', 'cardiac muscle cell proliferation', 'intracellular signal transduction', 'positive regulation of signal transduction', 'signal transduction', 'positive regulation of cell communication', 'small GTPase mediated signal transduction', 'positive regulation of intracellular signal transduction'}"
C0004782,Basal Ganglia Diseases,172,"{'regulation of metal ion transport', 'regulation of metanephric mesenchymal cell migration', 'negative regulation of dopamine receptor signaling pathway', 'positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway', 'positive regulation of metanephric mesenchymal cell migration', 'regulation of dopamine secretion', 'regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway', 'G protein-coupled amine receptor activity', 'behavioral response to cocaine', 'regulation of renal system process'}",0.005434782608695652,13,"{'ossification', 'collagen type V trimer', 'negative regulation of gastrulation', 'skin development', 'extracellular matrix component', 'negative regulation of endodermal cell differentiation', 'extracellular matrix structural constituent', 'extracellular matrix organization', 'extracellular structure organization', 'regulation of endodermal cell differentiation'}"
C1142166,Brugada Syndrome (disorder),215,"{'cardiac muscle cell action potential', 'regulation of membrane potential', 'cation channel complex', 'cardiac conduction', 'regulation of blood circulation', 'regulation of heart rate by cardiac conduction', 'regulation of heart rate', 'regulation of heart contraction', 'multicellular organismal signaling', 'membrane depolarization during action potential'}",0.35,136,"{'monovalent inorganic cation transport', 'voltage-gated potassium channel activity', 'voltage-gated ion channel activity', 'ion channel activity', 'potassium channel activity', 'monovalent inorganic cation transmembrane transporter activity', 'potassium ion transmembrane transport', 'cation channel activity', 'potassium ion transmembrane transporter activity', 'voltage-gated channel activity'}"
C0042963,Vomiting,423,"{'intracellular organelle lumen', 'small molecule metabolic process', 'organelle lumen', 'mitochondrial matrix', 'oxidation-reduction process', 'catalytic activity', 'mitochondrion', 'mitochondrial part', 'membrane-enclosed lumen', 'cytoplasmic part'}",0.23220973782771537,235,"{'mitochondrial inner membrane', 'inner mitochondrial membrane protein complex', 'mitochondrial membrane part', 'mitochondrial respiratory chain complex assembly', 'oxidation-reduction process', 'respiratory chain complex', 'respiratory electron transport chain', 'mitochondrial part', 'oxidoreductase complex', 'electron transport chain'}"
C2931822,Nasopharyngeal carcinoma,251,"{'positive regulation of phosphorylation', 'positive regulation of protein phosphorylation', 'regulation of cell population proliferation', 'developmental process', 'regulation of transferase activity', 'regulation of protein phosphorylation', 'negative regulation of cellular process', 'negative regulation of biological process', 'cellular developmental process', 'cell differentiation'}",0.2469982847341338,476,"{'negative regulation of cell death', 'positive regulation of response to stimulus', 'regulation of programmed cell death', 'regulation of cell death', 'negative regulation of programmed cell death', 'regulation of apoptotic process', 'phosphorylation', 'positive regulation of signal transduction', 'negative regulation of apoptotic process', 'positive regulation of intracellular signal transduction'}"
C0020295,Hydronephrosis,616,"{'peroxisomal transport', 'microbody', 'protein targeting to peroxisome', 'peroxisomal membrane', 'peroxisomal membrane transport', 'protein import into peroxisome matrix', 'peroxisome organization', 'protein localization to peroxisome', 'establishment of protein localization to peroxisome', 'microbody membrane'}",0.028616852146263912,31,"{'microbody', 'glycosaminoglycan binding', 'fibroblast growth factor binding', 'heparin binding', 'peroxisomal part', 'peroxisome organization', 'microbody part', 'sulfur compound binding', 'peroxisome', 'fibroblast growth factor-activated receptor activity'}"
C4280612,Decreased width of tooth,240,"{'positive regulation of biological process', 'odontogenesis', 'odontogenesis of dentin-containing tooth', 'animal organ morphogenesis', 'protein binding', 'regulation of biological process', 'biological regulation', 'regulation of metabolic process', 'anatomical structure development', 'anatomical structure morphogenesis'}",0.23417721518987342,345,"{'chondroitin sulfate metabolic process', 'aminoglycan biosynthetic process', 'mucopolysaccharide metabolic process', 'macromolecule biosynthetic process', 'glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity', 'aminoglycan metabolic process', 'glycosaminoglycan biosynthetic process', 'cellular biosynthetic process', 'glycosaminoglycan metabolic process', 'chondroitin sulfate biosynthetic process'}"
C1328931,Multiple lentigines,190,"{'positive regulation of MAP kinase activity', 'positive regulation of protein phosphorylation', 'regulation of protein serine/threonine kinase activity', 'positive regulation of transferase activity', 'regulation of transferase activity', 'positive regulation of kinase activity', 'regulation of protein kinase activity', 'positive regulation of protein kinase activity', 'activation of protein kinase activity', 'regulation of kinase activity'}",0.015306122448979591,9,"{'Ras protein signal transduction', 'signal transduction by protein phosphorylation', 'melanin metabolic process', 'melanosome membrane', 'intracellular signal transduction', 'MAPK cascade', 'melanin biosynthetic process', 'pigment granule membrane', 'secondary metabolite biosynthetic process', 'small GTPase mediated signal transduction'}"
C1846460,Malformed pinnae,186,"{'protein targeting to peroxisome', 'peroxisomal membrane', 'peroxisomal membrane transport', 'peroxisomal part', 'protein import into peroxisome matrix', 'peroxisome organization', 'microbody part', 'protein localization to peroxisome', 'establishment of protein localization to peroxisome', 'microbody membrane'}",0.0547945205479452,45,"{'peroxisomal transport', 'microbody', 'peroxisomal membrane', 'lipid modification', 'peroxisomal part', 'peroxisome organization', 'microbody part', 'peroxisome', 'lipid biosynthetic process', 'microbody membrane'}"
C0271578,Female hypogonadism syndrome,81,"{'phosphatidylinositol-3-phosphate biosynthetic process', 'reproductive process', '1-phosphatidylinositol-3-kinase activity', 'phosphatidylinositol 3-kinase activity', 'regulation of signaling', 'regulation of cell motility', 'phosphatidylinositol kinase activity', 'fibroblast growth factor receptor signaling pathway', 'signal transduction', 'regulation of cell communication'}",0.1875,147,"{'phosphatidylinositol-3-phosphate biosynthetic process', 'fibroblast growth factor receptor binding', '1-phosphatidylinositol-3-kinase activity', 'phosphatidylinositol 3-kinase activity', 'phosphatidylinositol phosphorylation', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol kinase activity', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'fibroblast growth factor receptor signaling pathway', 'lipid phosphorylation'}"
C0596263,Carcinogenesis,83,"{'regulation of cell morphogenesis involved in differentiation', 'positive regulation of developmental process', 'regulation of MAPK cascade', 'positive regulation of cell morphogenesis involved in differentiation', 'regulation of cellular senescence', 'regulation of protein phosphorylation', 'regulation of protein kinase activity', 'regulation of cell aging', 'regulation of cellular response to stress', 'regulation of protein serine/threonine kinase activity'}",0.0,13,"{'RNA metabolic process', 'nucleobase-containing compound metabolic process', 'heterocycle metabolic process', 'RNA processing', 'nucleolus', 'nucleic acid metabolic process', 'intracellular non-membrane-bounded organelle', 'non-membrane-bounded organelle', 'cellular aromatic compound metabolic process', 'nuclear part'}"
C0220981,Metabolic acidosis,265,"{'carboxylic acid metabolic process', 'small molecule metabolic process', 'mitochondrial matrix', 'drug metabolic process', 'oxoacid metabolic process', 'coenzyme binding', 'mitochondrial part', 'organic acid metabolic process', 'small molecule catabolic process', 'monocarboxylic acid metabolic process'}",0.2569832402234637,185,"{'carboxylic acid metabolic process', 'small molecule metabolic process', 'oxidoreductase activity, acting on the CH-CH group of donors', 'oxidation-reduction process', 'carboxylic acid catabolic process', 'oxoacid metabolic process', 'organic acid catabolic process', 'organic acid metabolic process', 'oxidoreductase activity', 'small molecule catabolic process'}"
C0021400,Influenza,136,"{'response to other organism', 'response to external biotic stimulus', 'response to external stimulus', 'defense response', 'type I interferon signaling pathway', 'response to biotic stimulus', 'response to virus', 'defense response to virus', 'defense response to other organism', 'immune effector process'}",0.15306122448979592,316,"{'chemokine activity', 'CCR chemokine receptor binding', 'chemokine-mediated signaling pathway', 'cytokine activity', 'neutrophil chemotaxis', 'mononuclear cell migration', 'chemokine receptor binding', 'lymphocyte migration', 'monocyte chemotaxis', 'lymphocyte chemotaxis'}"
C0007138,"Carcinoma, Transitional Cell",483,"{'positive regulation of biological process', 'regulation of macromolecule metabolic process', 'positive regulation of cellular metabolic process', 'positive regulation of macromolecule metabolic process', 'negative regulation of macromolecule metabolic process', 'positive regulation of metabolic process', 'positive regulation of nitrogen compound metabolic process', 'negative regulation of cellular process', 'negative regulation of nitrogen compound metabolic process', 'negative regulation of biological process'}",0.30759951749095293,601,"{'positive regulation of nucleobase-containing compound metabolic process', 'positive regulation of macromolecule biosynthetic process', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of transcription, DNA-templated', 'positive regulation of gene expression', 'transcription regulatory region DNA binding', 'positive regulation of cellular biosynthetic process', 'positive regulation of biosynthetic process', 'regulatory region nucleic acid binding', 'transcription factor binding'}"
