Disease ID,Disease Name,Associated Gene IDs,splits
C0262404,Cerebellar degeneration,"10134,10195,10273,10466,10479,10528,10535,10667,10733,10908,10939,11128,11152,11284,1282,1509,158,1593,1786,1938,2055,2071,2074,23111,2332,23345,23431,23533,25814,25915,26090,27235,27445,2895,2896,29078,2911,3064,3703,3748,3752,3766,4125,4287,4361,4598,4621,4694,4709,4715,4719,4720,4722,4723,4724,4726,4729,4976,50,51010,51091,51103,5111,51601,51651,5173,51741,51761,5192,5428,54476,547,54840,54902,55129,5521,55275,55572,55703,55704,5582,5611,5621,5828,617,6315,6687,6709,6712,6908,7222,7345,7436,7545,773,8398,8722,9096,9179,9197,95,950,9640",6
C1860493,Sternal anomalies,"1280,2200,26160,3239,368,4088,51626,51684,54453,55112,5605,5727,5894,7042,7048,8216,8643,9742,9968",8
C1858285,Decreased number of large and small myelinated fibers,"10342,1785,1786,1959,23095,23321,2705,4000,4358,4359,4747,50846,5376,54332,54463,547,6335,7879,8139,9927",6
C0010520,Cyanosis,"10269,151,1528,1727,2022,2697,3043,3048,4000,5105,51422,5250,6326,6439,6440,7042,94",8
C3544092,Urgency frequency syndrome,"23503,25814,26278,3329,3798,4001,4929,51062,6253,6622,6683,6687,9627,9897",none
C0030469,Paranasal Sinus Diseases,"100,1493,1535,1536,1789,2214,2332,26191,27019,29760,3115,3507,3543,3561,4683,4688,4689,472,4860,51314,51364,5295,55036,55130,5657,641,6674,6929,695,7454,7456,860,973,974",none
C0575167,Deformity of neck,"10269,1146,2006,2010,26608,2969,3984,4921,51684,5468,5506,5727,5982,6567,7461,8643,9031,9569,9896",3
C0020452,Hyperemia,"100,116,153,183,3553,3827,3990,4843,5743,624,6863,847,9370",5
C1836830,Developmental regression,"10265,10479,1106,1200,1203,1593,1643,175,1759,1967,2055,2068,2071,2072,2073,22854,2290,23230,23474,2348,23636,2581,25915,25942,26137,26275,26580,2670,29078,3028,3064,4204,443,4512,4513,4514,4535,4538,4540,4541,4558,4564,4567,4572,4574,4575,4578,4668,4694,4709,4715,4719,4720,4722,4723,4724,4726,4729,4854,51,51103,51816,5189,5190,5191,5192,5193,5194,5195,5264,538,54209,5428,55315,55572,55670,5660,5824,5828,5830,6334,6389,6392,6515,6529,6792,6812,7284,7305,7507,7508,8398,8504,8799,8831,8869,8890,8891,8892,8893,9131,9409",none
C4025723,Abnormal upper motor neuron morphology,"10280,11128,11160,23064,2521,2632,54209,55703,5832,7305,9782",2
C0033805,Pseudohypoaldosteronism,"149775,26249,2778,4306,6337,6338,6340,65125,65266,7830,8452,8675",7
C0023895,Liver diseases,"1230,1241,1281,1440,1544,1728,174,19,196,2027,210,23576,23600,241,249,2570,2678,27040,2720,27306,2869,2875,3101,3162,3242,3303,335,3431,3556,3581,3589,3694,3728,4318,4524,4790,4843,4864,4891,5189,5190,5192,5193,5194,5195,5265,540,54210,55670,56624,5824,5828,5830,5879,59,598,6039,6309,6341,6347,6430,6489,6647,6783,7018,7051,7078,7104,7124,729230,7295,7305,7428,7850,83716,8504,8651,8799,8829,885,9021,915,9409,942,9420,94235,974,9971",5
C0024228,Lymphatic Diseases,"1019,1029,1030,1032,25913,4157,4255,4286,4763,54345,54386,5605,7015,8314",none
C1859541,Variable degree of villous atrophy,"10195,11005,3559,4072,4261,4351,4645,50943,5122,5993,5994,6499,6772,6868,8625,9652",none
C0023532,"Leukoplakia, Oral","10804,1736,26277,2706,3851,3852,3853,3854,3861,3868,3872,4210,5073,51750,55135,55505,55612,55651,5743,7012,7015",7
C0005283,beta Thalassemia,"1723,2056,3040,3043,3934,57817,7036,7037,7372,790",8
C0221354,Frontal bossing,"10013,10020,10082,1028,10297,10312,10484,10682,10743,10913,11133,1186,1277,1278,1280,1300,1301,132,1387,1497,1513,1594,1747,1836,1855,1896,1947,2033,2077,2201,2260,2261,2263,2271,2313,2314,2316,2317,23314,2332,23363,23384,23545,249,2517,2535,26229,2697,2702,2703,2710,2720,2737,2799,28952,29072,29123,29887,29940,3265,3295,3425,3481,3636,3758,3835,3845,3954,3977,4038,4125,4281,4313,4329,4337,4338,4591,471,4758,4784,4792,4882,4893,4920,4921,4952,4983,4990,4998,5034,5048,50964,51,51025,51082,51098,51259,5160,51684,5191,5251,5290,5295,5296,5447,5449,5495,55112,5604,5605,5727,5728,5830,5831,5832,6197,6497,6519,6657,6660,673,6774,6905,6909,6913,6938,6949,7227,7291,7421,7468,7469,7474,7531,7545,8398,8481,8517,860,8643,867,9049,9321,9401,9419,9469,9487,9496,9533,9581,9652,9759,9791,9820,9871,9897,9968",2
C1862132,Short ulnae,"1280,1723,182,2131,2132,2255,2261,2263,23363,3549,4038,5144,51604,5573,567,6154,6473,658,6926,7704,8200,9401,9469,9820",none
C1864696,Distal limb muscle weakness due to peripheral neuropathy,"10020,10280,10397,10558,10908,1291,1292,1293,1410,16,1639,1674,1778,1785,1890,19,1959,23064,23095,2617,26278,26353,26580,2705,274,283,28982,3098,3315,3508,4000,4358,4359,4625,4668,4747,50717,50846,51651,5376,538,5428,54332,5631,58,6663,7072,7273,7415,7879,8106,8139,8291,8565,8898,9131,9499,9516,9517,9782,9896,9927",none
C0917990,Acro-Osteolysis,"10269,1075,1281,2316,25923,3248,4000,4853,5159,54463,547,6335",3
C0263523,Micronychia (disorder),"10195,10617,10804,2006,2121,2239,2263,25886,2719,3549,3756,4487,51085,526,5277,54101,55505,55650,55651,8200,8481,8626,9640,9719",8
C0342491,Small adrenal gland,"10269,1028,1583,190,22858,2737,4000,5189,54903,6496,9095,9897",none
C0035222,"Respiratory Distress Syndrome, Adult","10266,10449,10516,1528,1879,1906,210,213,2264,231,23491,2560,27102,2796,324,3475,3489,3934,3938,3982,406884,406886,406913,406914,406916,406953,406979,406992,406997,407029,407030,407055,4190,442891,442905,442911,4502,4504,462,494329,50,5321,5413,5627,5685,56994,6275,6280,6347,6648,7056,7076,7103,8402,871,9588",3
C0017178,Gastrointestinal Diseases,"1244,1440,1906,2520,4524,4548,4638,4780,5443,57680,885,9817",8
C0025990,Micrognathism,"10060,10082,10084,1020,10225,10262,10269,10290,10293,10436,10472,1062,1063,10733,10743,10752,10815,10907,10982,1134,1144,1146,1277,1278,1280,1281,1297,1298,1299,1300,1301,1302,1305,1387,1487,1513,1717,1723,1763,1789,1798,1836,1855,1896,1906,1909,2006,2033,2065,2067,2068,207,2073,2074,2132,2146,2200,2248,2260,2263,22858,22930,22931,22995,2314,23141,2316,2317,23314,23322,23384,23483,23522,23556,25778,25782,25836,25885,26123,26227,2626,26276,2629,26608,2690,2697,27077,27245,2733,286,29123,2969,29968,30008,3039,3040,3070,3265,3295,3339,3425,3479,3481,3483,3664,3763,3845,3930,3954,3977,3981,3984,4000,4038,4040,4204,4313,440,4487,4593,4613,4621,4626,4654,4683,4853,4854,4893,4920,4921,4990,4998,5000,5034,5080,50814,5083,51057,51067,51082,51114,5116,51185,51259,51317,5159,51715,5184,5189,5190,5191,5192,5193,5194,5195,5277,5290,5295,5297,5314,538,53834,5396,54101,5424,545,546,54888,54903,54928,55112,55209,55624,55640,55670,5604,5728,5745,5781,5818,5824,5828,5830,5885,5894,5913,5915,5922,5925,5932,5982,6016,6125,6223,6234,627,6309,6473,6497,652,6628,6654,6655,6662,673,6748,6885,6899,6905,6913,6949,699,701,7020,7039,7046,7048,7136,7140,7169,7227,7314,7317,7341,7461,7468,7469,7473,7474,7476,7480,7490,7518,8216,8241,8242,8243,8313,8398,8425,8443,8504,8573,860,8626,8642,871,8799,8813,8815,8818,9031,9126,9150,9184,9244,9321,9343,9401,9409,9427,9496,9509,9533,9569,9640,9702,9791,9841,9871,9896,9897,990,9935,9939,9968",none
C0264142,Spade-like hand,"10743,1280,2200,2239,2245,2260,2623,2719,3549,3930,54808,54880,5573,5745,6197,8481",0
C0004352,Autistic Disorder,"100,100187724,100188314,100188317,100188816,100188820,100188832,1007,1008,10295,10479,10743,10771,11141,11281,1137,1139,1141,114788,116442,116987,121278,1312,133,1356,1387,139411,140733,151556,152330,152789,154,158,1588,1600,1610,1636,170572,1717,1719,1745,1746,18,1806,1812,1814,1859,192683,1950,1959,200150,2006,2020,2033,205428,2131,221035,221037,22871,22941,22999,23078,23178,23245,2332,23394,23705,2550,2554,2555,2556,2557,2558,2560,2562,2563,2571,25942,25970,26047,26053,26056,2628,26470,26608,2690,26960,2697,2702,2703,27044,27185,27347,2739,282553,285195,2876,2890,2898,2903,29091,29123,2918,2944,2950,2969,3002,30061,3069,3105,3123,3198,3237,324,3265,3346,3351,3352,3356,3359,3361,3458,3479,3481,3486,3557,3558,3565,3567,3569,3586,3596,36,3600,361,3628,367,3676,3690,3778,387577,3912,3927,3952,3984,40,406900,407010,4089,4128,4129,4139,4163,4204,4208,4233,4282,438,4520,4524,4642,4668,473,4763,4810,4843,4862,4897,4908,4909,4915,4983,5020,5021,5053,5054,5067,5071,5080,50944,5141,5142,5144,51725,51733,5175,5187,5294,5307,5321,5329,53615,54221,54413,5443,5444,54538,54551,546,54715,54806,551,552,554314,5551,55636,5573,5579,5617,5618,5649,57194,5728,5743,57502,57575,57680,596,5982,6091,6092,6095,6134,627,6332,6334,6343,64221,64324,64326,6497,6507,6532,6535,6573,6638,6779,6804,686,6948,6999,7018,7133,721,7248,7249,7328,7337,7432,7436,7461,7472,7498,7508,775,7915,796,8128,8216,8242,83943,847,8514,85358,85458,8604,8828,8831,8912,8930,9013,9025,9031,9037,9228,93664,9378,93986,94313,9568,9569,9723,9732,9820,9855,9968",5
C0575158,Kyphoscoliosis deformity of spine,"10269,1280,1303,1763,1836,1959,2006,2067,2068,207,2074,2200,22930,22931,23111,2316,26123,3265,3339,3845,3908,4000,4041,4137,4313,4359,4621,4853,4893,51085,51684,5191,5376,54332,546,54880,55033,55131,5604,5727,5781,60,6197,6261,6611,6662,673,6834,7043,7169,8260,8517,8643,875,8838,9060,9150,9244,9255,9469",1
C0344312,White forelock,"1908,1910,3815,4000,4254,4286,5077,5184,6591,6663,7020,7486",5
C1856660,Abnormal helices,"2239,23384,242,26154,2719,4763,5189,5605,5828,5830,7051",6
C4012968,Mild global developmental delay,"10293,1062,10733,22995,2697,3767,443,4566,5116,545,5932,60,6833,6909,9496",4
C0011848,Diabetes Insipidus,"4990,5443,551,554,6496,652,7466,7840,8820,9915",2
C0018939,Hematological Disease,"10661,1548,1559,210,2720,3459,355,4353,4524,4548,51099,51128,54433,546,6521,7504,9076,9896",8
C0005904,Body Temperature Changes,"10312,1186,1908,2668,29887,429,5979,627,8600,8929",none
C0002888,"Anemia, Megaloblastic","10560,10841,1719,25974,26227,2694,27249,3251,4129,4548,4552,5406,6947,6948,7466,8029",6
C1857042,Sparse scalp hair,"1001,10293,1062,10733,10804,11005,11285,1736,2131,22995,23522,25959,26191,26277,3122,355,3675,3694,3728,3872,3981,4000,4952,5073,5116,51750,54345,54453,545,54888,55505,55651,5932,6595,7015,7227,7486,8036,8626,875,9759,9896",5
C0024003,Lordosis,"1280,1302,1311,1756,1861,2006,2218,2261,2263,2273,22930,2317,23347,23363,2483,25782,2588,26608,2720,274,2969,29954,3339,3549,3897,3984,4000,4322,4703,4882,50485,50814,5130,54463,547,54808,55209,55624,5648,58,5979,5982,6023,6335,6445,6911,7020,7227,7291,7461,8292,9031,9451,9569,9820",8
C1167918,CSF lactate increased,"10128,1340,1352,1355,1892,22868,25915,29078,4694,4695,4704,4705,4709,4715,4719,4720,4722,4723,4724,4726,4728,4729,51103,51204,5160,55005,55572,617,6341,6389,6834,9131,9997",3
C0027022,Myeloproliferative disease,"10019,2260,25,26127,2623,3717,4352,51527,5156,5159,55102,613,7066,7750,811,861",5
C0405580,Adrenal cortical hypofunction,"215,3295,4524,5189,5190,5192,5193,5194,5195,55670,5824,5828,5830,8504,8799,9409",6
C4020846,Prone to bacterial infection,"100,10456,10559,10892,1380,1675,1991,23495,2542,29760,29851,3075,3507,3543,3559,4125,4261,4860,5295,5873,5896,5897,5993,5994,6786,6789,6905,695,718,7374,7454,8517,8546,8625,925,930,931,958,959,973,974,975",5
C4083076,Increased head circumference,"10000,10013,10060,10075,10297,10312,10483,10484,11133,11285,1186,1280,132,1605,1788,1789,1806,1836,1855,1967,207,2108,2109,2110,2132,2146,2239,2261,2263,2313,23169,23209,2332,23556,23590,23729,25886,25970,26137,2639,2683,2697,27086,2719,2737,2773,2776,28952,29072,29887,2990,3070,3074,3265,3295,3423,3425,3476,3636,3758,3764,3835,3845,3897,3912,3930,4036,4038,4041,411,4125,4204,4247,4337,4338,443,4534,4591,4763,4853,4920,4982,4983,50964,51114,51259,51604,51684,5189,5190,5192,5193,5194,5195,5277,5290,5296,5307,5340,54499,54941,55112,5528,55315,55670,5604,5605,5727,5728,579,5824,5828,5830,6390,6391,6392,6492,650,6598,6654,6662,673,6853,6913,7319,7474,8036,8242,8450,8481,8504,8600,8643,8777,8799,8890,8891,8892,8893,8905,894,9321,9409,9841,9871,9897,9968",none
C0008073,Developmental Disabilities,"10617,11284,1137,152330,1813,3785,4036,4204,4915,5376,54187,55738,5728,57582,6513,6535,79823,81704,85358,867,8671,9197",5
C0009319,Colitis,"10135,23411,240,2641,3162,3458,3479,3553,3565,3569,3586,3605,4261,4282,4353,4843,51738,55612,5743,5970,5993,5994,6499,6714,6868,7078,7124,7263,8174,8625,987",9
C1860844,"Thin, sparse hair","10084,10269,10484,10804,1161,1736,2074,2146,23314,23545,242,25886,26128,26154,26277,2697,2706,2972,3242,3265,3516,3845,4000,4089,4487,4792,4851,5073,51098,5159,51750,538,54453,54567,55135,55505,55651,5604,5605,5818,5831,5832,6023,6499,6598,673,7012,7015,7051,7227,7737,8481,8517,8626,867,9056,9401,9487,9652,9791,9968",none
C0993582,"Arthritis, Experimental","1280,1356,1401,1786,1956,196,213,2180,2182,2932,3458,3553,3565,3569,3586,3596,3605,3952,406943,4314,4353,4982,51703,5243,5734,5897,6288,6424,6772,6774,6863,7124,7422,796,81567,847,90865,9173,9370,969",8
C0003811,Cardiac Arrhythmia,"10560,11232,1161,1374,1376,1387,1482,151648,1636,1674,1756,183,1906,2006,2033,2074,2100,2239,2273,2303,23224,23522,25821,2623,2697,2717,2719,2767,2879,2992,3052,3077,3145,3265,3360,3757,3759,3827,3845,3920,4000,4508,4514,4519,4535,4536,4538,4539,4540,4541,4556,4566,4567,4624,4625,4893,4986,4987,5095,5096,5191,5264,54795,54805,54968,5502,551,5743,5781,5894,5922,6016,6125,6135,6138,6154,6165,6201,6204,6218,6223,6229,6231,6234,6235,6324,6331,6338,6340,6654,6655,673,6901,7148,7200,7273,775,8216,846,859",5
C0013595,Eczema,"11005,1475,1493,1535,1536,1717,1896,2235,2312,3119,3123,3248,3559,3575,3848,3857,3868,3981,4308,4688,5053,50943,5095,5096,51119,5238,54888,55612,5788,6772,6774,6821,7133,7454,7456,7535,7780,841,8626,917,929,9333,940,9759",7
C1836542,Depressed nasal bridge,"10000,10060,10082,10195,10225,1028,10472,10743,10801,10913,1280,1301,1302,1717,175,178,1789,182,1836,1896,1917,1954,2006,207,2108,2109,2110,2138,2146,2182,2200,2239,2260,2261,2263,2271,2290,22930,2314,2316,2317,23384,23426,23556,23630,2535,2563,25782,25836,26040,26229,2629,2697,2719,27245,2736,2737,27445,2752,2778,2799,2879,28952,3043,3070,3265,3295,3373,3425,3636,3643,3756,3832,3835,3845,3930,3981,4036,4094,411,415,4204,4208,4256,4329,4591,4593,4654,4668,4683,473,4763,4784,4882,4920,4921,50485,5075,5077,50964,51,51025,51085,51259,5144,51604,51715,5184,5189,5190,5191,5192,5193,5194,5195,5277,5290,5296,5351,5373,5447,5449,546,54888,5495,55112,55180,55209,55636,55670,55699,5573,5604,5605,5728,5745,5824,5828,5830,5885,5894,5913,6023,6197,6473,6497,6519,6597,6598,6605,6654,6662,6664,668,673,6888,6905,701,7020,7021,7050,7252,7291,7319,8243,8260,8289,8443,8504,8514,860,8626,867,8675,8799,8813,894,9126,9244,9321,9342,9361,9409,9419,9451,9469,9487,9581,9723,9759,9786,9820,9841,9897,9949,9968",none
C0023186,Learning Disorders,"10280,10367,2890,3162,3350,3363,347,351,3553,3557,4137,4204,43,4763,5071,5153,5368,5447,5663,57030,57084,596,6855,7054,7200,7422,79823,84282,9365",4
C4280807,Flattening of cranial vault,"1778,1807,1947,2077,2218,2261,2263,26137,3265,3845,4893,51360,5518,55650,6938,7291,7545,7994,8924,9968",0
C0544755,Genu varum,"10491,1184,1280,1298,1300,1311,1594,1758,176,1962,2261,23594,249,3549,4148,4318,4322,4921,4998,5167,51715,5251,54808,579,6023,6473,7421,8838,9060,9939",8
C1844806,Weight less than 3rd percentile,"10479,1804,23141,2629,2693,27445,3479,3480,3481,4784,51574,54453,5830,6197,7403,8573,9968",0
C1850573,Slender build,"1291,1292,1293,1763,2201,4703,50814,50940,5566,5573,58,7040,7486,8622",5
C0023794,Lipoidosis,"11067,1174,12,2168,26471,3249,4047,427,440,5468,55062,6319,64838,6515,6876,79153,83729,8431,9415",9
C0033941,"Psychoses, Substance-Induced","135,1636,207,2099,2912,2950,3350,3362,4886,4988,5245,6531,6622,6648,816,8787,9463",2
C0008677,"Bronchitis, Chronic","1789,23639,4852,51364,54919,55130,6337,6338,6340,6674,7422,9841",2
C4230640,Convex nasal bridge,"10262,10484,1063,10907,1312,1908,1910,2067,2074,2132,2261,2263,22995,23314,2334,23384,23522,25782,25885,25942,25970,26128,2812,3339,3476,4089,421,4247,4683,471,4810,5077,50814,51114,5116,51317,54345,54820,54880,5649,5925,6239,6492,6663,6899,7290,7291,7353,7518,7994,8243,8573,9126,9342,9401,9632,9968",none
C1333990,Hereditary Nonpolyposis Colorectal Cancer,"22909,27030,2956,3845,4072,4292,4436,5290,5378,5395,7048",4
C1833225,Dystrophic toenail changes,"10804,1294,2706,3861,4851,54463,547,55612,5818,6335,7879,8626",9
C0542514,Blue sclera,"10491,11107,1277,1278,1289,1290,1513,1836,2200,249,26128,29940,3081,3339,3481,368,4598,4784,5034,5351,5479,5831,6023,7043,7046,7048,715,7403,7471,8085,871,9509,9871",8
C0240735,Personality change,"1967,23230,25978,2896,29110,3064,4001,4137,4929,540,54209,5621,5663,7305,7415,8398,8878,8890,8891,8892,8893,9096,9627",3
C0034885,Rectal Neoplasms,"1027,1956,22909,27030,2956,324,3845,4072,4163,4292,4436,4583,4893,5290,5378,5395,7048,7298",4
C0014067,Occipital Encephalocele,"10585,2218,23322,27077,29954,3239,3912,51339,54903,9215",0
C1835581,Large protruding ears,"10084,10195,10269,10297,10479,1134,1193,182,2006,207,2138,2146,2263,22930,22931,2316,2332,25782,25885,25942,25974,26137,26227,26608,27316,2736,27445,29072,29123,2969,3643,3675,3758,3845,3984,4000,4125,4204,4247,4256,440,4683,4693,4810,4983,5063,5075,50945,5295,5314,5373,547,54820,55690,5604,5605,5696,5727,5728,5818,5832,5906,5908,5982,6299,6492,652,6567,673,6748,6901,7227,7403,7461,8036,8085,8242,8260,8573,867,8905,9031,9049,9569,9640,9791,9990",none
C4072824,Wide skull shape,"10084,10265,10743,10752,1301,1380,1513,158,175,1947,2077,2132,2200,2201,2218,2260,2261,2263,22930,22931,2314,23495,2517,2563,25782,25836,26040,26137,26229,2623,2697,27445,2892,29851,29940,3054,3981,4041,4094,4204,4247,4313,471,473,4790,4791,4990,51,51185,51317,5144,51594,51604,51651,51715,538,54187,5447,54499,55209,5573,5580,5745,5832,5885,6492,6497,652,6938,701,7291,7337,7518,7545,8092,8243,8514,8742,9126,930,931,9469,9487,975,9895,9897,9939,9990",none
C0027092,Myopia,"100359401,10133,10265,10585,10686,10743,11107,11128,1121,1277,1280,1285,1286,1287,1289,1290,1297,1298,1299,1301,1409,1413,1414,1415,1420,1421,1462,1605,1678,1806,182,1969,207,2200,2201,2218,224,22978,2314,23545,25836,25861,2652,2697,2703,2893,291,2916,29925,29954,3339,368,3756,3845,3908,3913,393093,4036,4053,4094,4308,4647,4653,4942,4990,50485,5076,51,5119,5130,5167,5290,5295,5351,54539,54551,55033,5528,55624,55703,5604,5605,56479,5728,57369,5781,5832,5885,5923,5956,5959,6023,6102,6103,646960,6497,650,6660,673,6925,7003,7020,7275,7287,7299,7337,7399,778,8242,8243,8419,8573,875,8985,9126,9215,9401,9509,9997",3
C0158734,Polydactyly of toes,"10806,2121,26123,51626,5290,54903,582,585,6469,6608,8195,8481",9
C0017567,Gingival Hypertrophy,"10060,10225,118429,1717,175,1855,2263,23461,26503,2720,3425,3643,3756,3763,4125,4247,4313,4323,4784,4920,526,5277,5340,54453,547,54757,6023,6309,6654,715,716,7314,7474,9509",none
C0007120,Bronchioloalveolar Adenocarcinoma,"11186,1326,1956,2064,3659,3845,5002,5071,5290,5519,6440,673,7015,9940",0
C0014306,Enophthalmos,"10059,10743,10801,10847,1123,1387,1399,178,1806,182,1859,1917,2033,2067,2068,2072,2074,2200,22930,2314,2332,2563,25942,26137,2702,2703,2892,28960,3785,3786,4089,4212,4621,4693,473,4952,4983,5295,5339,5449,5528,5594,5831,613,6326,6334,6497,6748,6774,6786,6792,6901,6905,6913,6925,7319,7337,7518,8242,8514,9759,9915,9935",9
C4280269,Noncancerous mole,"10483,1281,1289,207,2261,2263,3257,3265,3481,3845,4352,4893,50485,51684,5290,55131,5573,5727,5728,5781,5894,6390,6391,6392,673,7299,8626,8643",3
C1619700,RENAL ADYSPLASIA,"10585,10806,182,2138,2218,2625,27031,2737,29954,3239,3655,3691,5076,51360,5339,55005,5979,6495,6899,8516,8626,9096,9215,9742",1
C0206620,"Lymphangioma, Cystic","1134,1144,1146,1280,23483,23522,3845,3930,4593,4654,4893,5604,5781,5894,5913,5922,6016,6654,6655,673,8216",7
C0001807,Aggressive behavior,"10522,10771,1106,11253,158,1717,1759,1893,1917,22995,23040,23230,23314,2334,23400,2562,25942,25970,25978,2653,27086,2731,275,288,2892,2896,3028,3340,3953,4126,4137,4247,4297,4669,4693,4952,5053,5063,50814,540,54209,54487,54880,54902,5602,5621,5625,5663,5932,6323,6535,6595,6683,6697,6853,6899,6908,6925,7305,7319,7415,7915,8214,8220,8242,8260,8398,8450,8878,8905,8924,953,9896,9968,9993",2
C0005910,Body Weight,"132789,2696,2813,3270,4160,5122,5443,54901,5607,627,687,7021,79068,89866",9
C0037274,Dermatologic disorders,"10142,10308,10443,10558,10560,1075,11146,1131,118856,1302,1369,1893,2068,2263,22902,23043,239,2707,2778,2803,2920,2921,2944,29896,3304,3373,3398,3440,3552,3553,3554,3557,3569,3632,368,3759,414062,4524,4616,4621,471,4714,4771,4854,4929,4968,5142,5209,5340,53630,54187,54345,54469,54809,55422,5652,56547,57162,5728,5743,5806,5979,5991,5996,6314,6351,6364,6421,6498,6608,6648,6730,6742,6898,7109,7124,7130,7324,7421,7454,79101,8554,8615,8802,8870,889,8975,9034,9308,9365,9446,9562,960,9640",0
C1865186,Bell-shaped thorax,"1301,1302,2263,26160,3636,4921,51025,5189,6628,6913",5
C0008297,Choanal Atresia,"10269,10653,10907,1723,2260,2261,2263,2304,23347,25836,25885,3239,3476,4000,4683,4784,51082,5447,55636,5745,5784,6469,7473,8626,9343,9723,9791,9968",2
