,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_sp_corr,lci_sp_pval,lci_top_10
C0024301,"Lymphoma, Follicular",64,"{'regeneration', 'positive regulation of signaling', 'response to nitrogen compound', 'regulation of immune response', 'positive regulation of cell communication', 'regulation of immune system process', 'positive regulation of response to stimulus', 'positive regulation of immune system process', 'pteridine-containing compound metabolic process', 'positive regulation of signal transduction'}",0.025157232704402517,99,0.10793058781606582,6.396942678990383e-58,"{'alpha-amino acid metabolic process', 'water-soluble vitamin metabolic process', 'one-carbon metabolic process', 'tetrahydrofolate metabolic process', 'carboxylic acid metabolic process', 'folic acid metabolic process', 'folic acid-containing compound metabolic process', 'tetrahydrofolate interconversion', 'cellular modified amino acid metabolic process', 'pteridine-containing compound metabolic process'}"
C4023397,Abnormal hair quantity,44,"{'protein phosphorylation', 'MAPK cascade', 'phosphorylation', 'signal transduction by protein phosphorylation', 'intracellular signal transduction', 'regulation of Ras protein signal transduction', 'neurotrophin TRK receptor signaling pathway', 'thyroid gland development', 'neurotrophin signaling pathway', 'signal transduction'}",0.06557377049180328,21,0.3110852103876455,0.0,"{'purine ribonucleoside binding', 'small GTPase mediated signal transduction', 'GTP binding', 'GTPase binding', 'intracellular signal transduction', 'GTPase activity', 'ribonucleoside binding', 'purine nucleoside binding', 'Ras protein signal transduction', 'signal transduction'}"
C0152031,Joint swelling,218,"{'regulation of cell death', 'regulation of MAPK cascade', 'blood coagulation, fibrin clot formation', 'regulation of immune response', 'cell surface receptor signaling pathway', 'immune system process', 'regulation of heterotypic cell-cell adhesion', 'cytokine-mediated signaling pathway', 'signal transduction', 'regulation of cell-cell adhesion'}",0.16666666666666666,433,0.3198700994526687,0.0,"{'peptidyl-tyrosine phosphorylation', 'interleukin-21-mediated signaling pathway', 'cell surface receptor signaling pathway', 'interleukin-15-mediated signaling pathway', 'interleukin-9-mediated signaling pathway', 'peptidyl-tyrosine modification', 'cytokine-mediated signaling pathway', 'regulation of cell population proliferation', 'interleukin-2-mediated signaling pathway', 'positive regulation of cell population proliferation'}"
C1859117,Recurrent pulmonary infections,139,"{'response to stimulus', 'cell surface receptor signaling pathway', 'immune response', 'immune system process', 'adaptive immune response', 'B cell activation', 'B cell receptor signaling pathway', 'positive regulation of response to stimulus', 'cell activation', 'protein binding'}",0.20050125313283207,340,0.3315462599168986,0.0,"{'platelet-derived growth factor binding', 'platelet activation', 'regulation of immune response', 'immune system process', 'regulation of immune system process', 'T cell costimulation', 'B cell receptor signaling pathway', 'cell activation', 'lymphocyte costimulation', 'antigen receptor-mediated signaling pathway'}"
C1865060,Molar tooth sign on MRI,39,"{'plasma membrane bounded cell projection assembly', 'cell projection assembly', 'organelle assembly', 'cilium assembly', 'organelle localization by membrane tethering', 'cilium organization', 'ciliary part', 'membrane docking', 'cell projection organization', 'ciliary basal body-plasma membrane docking'}",0.05128205128205128,2,0.12290330902175825,1.0984120968635182e-74,"{'specification of symmetry', 'determination of bilateral symmetry', 'microtubule organizing center part', 'smoothened signaling pathway', 'centrosome duplication', 'neural tube closure', 'non-motile cilium assembly', 'determination of left/right symmetry', 'tube closure', 'centriole'}"
C0427063,Shoulder girdle weakness,1,"{'Z disc', 'regulation of cell death', 'regulation of interleukin-17-mediated signaling pathway', 'cytoskeleton organization', 'negative regulation of apoptotic process', 'contractile fiber part', 'organelle disassembly', 'regulation of programmed cell death', 'negative regulation of programmed cell death', 'regulation of apoptotic process'}",0.0,15,0.05593337939234065,1.0745105957007329e-16,"{'mRNA splicing, via spliceosome', 'catalytic step 2 spliceosome', 'mRNA processing', 'ribonucleoprotein complex', 'RNA splicing', 'RNA processing', 'spliceosomal complex', 'mRNA metabolic process', 'RNA splicing, via transesterification reactions', 'RNA splicing, via transesterification reactions with bulged adenosine as nucleophile'}"
C0006157,Breech Presentation,1,"{'platelet-derived growth factor binding', 'blood vessel development', 'protein heterotrimerization', 'extracellular matrix structural constituent conferring tensile strength', 'face morphogenesis', 'embryonic skeletal system development', 'skin morphogenesis', 'collagen type I trimer', 'fibrillar collagen trimer', 'skeletal system development'}",0.0,18,0.22663019888462008,7.484207925366495e-254,"{'platelet-derived growth factor binding', 'basement membrane', 'extracellular matrix structural constituent conferring tensile strength', 'collagen trimer', 'extracellular matrix structural constituent', 'extracellular matrix component', 'growth factor binding', 'fibrillar collagen trimer', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C0271388,Pendular Nystagmus,37,"{'detection of light stimulus', 'detection of abiotic stimulus', 'nervous system process', 'sensory perception', 'visual perception', 'phototransduction', 'system process', 'detection of visible light', 'detection of external stimulus', 'sensory perception of light stimulus'}",0.03529411764705882,51,0.22548601864653947,2.996972321448742e-251,"{'cAMP catabolic process', ""3',5'-cyclic-GMP phosphodiesterase activity"", 'cAMP metabolic process', 'phosphoric diester hydrolase activity', ""3',5'-cyclic-AMP phosphodiesterase activity"", ""3',5'-cyclic-nucleotide phosphodiesterase activity"", 'phosphoric ester hydrolase activity', 'cyclic nucleotide catabolic process', 'hydrolase activity, acting on ester bonds', 'cyclic-nucleotide phosphodiesterase activity'}"
C0009676,Confusion,45,"{'regulation of interleukin-17 production', 'regulation of interferon-gamma production', 'negative regulation of interferon-gamma production', 'negative regulation of cytokine production', 'peptide binding', 'immune response', 'negative regulation of interleukin-17 production', 'identical protein binding', 'amide binding', 'cellular response to amyloid-beta'}",0.08653846153846154,181,0.2729597753431272,0.0,"{'regulation of T-helper 1 type immune response', 'regulation of T-helper 17 cell lineage commitment', 'regulation of interferon-gamma production', 'positive regulation of T-helper 17 cell lineage commitment', 'positive regulation of interferon-gamma production', 'positive regulation of memory T cell differentiation', 'positive regulation of T-helper 1 type immune response', 'extracellular space', 'blood coagulation, intrinsic pathway', 'protein activation cascade'}"
C0013604,Edema,751,"{'extracellular region part', 'regulation of multicellular organismal process', 'response to stimulus', 'negative regulation of apoptotic process', 'signal transduction', 'regulation of localization', 'regulation of programmed cell death', 'system process', 'negative regulation of programmed cell death', 'regulation of apoptotic process'}",0.25146627565982405,956,0.388154596608844,0.0,"{'regulation of peptidyl-tyrosine phosphorylation', 'response to organic substance', 'signaling receptor binding', 'cell surface receptor signaling pathway', 'regulation of cell communication', 'regulation of signal transduction', 'cytokine-mediated signaling pathway', 'signal transduction', 'regulation of signaling', 'positive regulation of cell population proliferation'}"
C1849295,Hypoplastic labia minora,9,"{'positive regulation of vacuole organization', 'positive regulation of protein lipidation', 'positive regulation of endoplasmic reticulum tubular network organization', 'regulation of endoplasmic reticulum tubular network organization', 'regulation of lipoprotein metabolic process', 'positive regulation of autophagosome assembly', 'positive regulation of lipoprotein metabolic process', 'establishment of protein localization to endoplasmic reticulum membrane', 'endoplasmic reticulum tubular network', 'regulation of protein lipidation'}",0.0,0,,,"{'cellular response to dopamine', 'glucosamine-containing compound biosynthetic process', 'amino sugar biosynthetic process', 'estrogen biosynthetic process', 'sarcoplasmic reticulum calcium ion transport', 'androgen catabolic process', 'N-acetylglucosamine biosynthetic process', 'hormone catabolic process', 'regulation of calcium ion transmembrane transport via high voltage-gated calcium channel', 'N-acetylneuraminate metabolic process'}"
C3161330,Profound intellectual disabilities,51,"{'regulation of protein glycosylation', 'cellular metabolic process', 'organic substance metabolic process', 'cellular macromolecule metabolic process', 'mannosylation', 'protein O-linked mannosylation', 'protein O-linked glycosylation', 'protein mannosylation', 'intracellular part', 'catalytic activity'}",0.0,33,0.09527735811081661,1.7886529286593294e-45,"{'inward rectifier potassium channel activity', 'Golgi membrane', 'intrinsic component of membrane', 'integral component of membrane', 'fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development', 'G-protein activated inward rectifier potassium channel activity', 'fibroblast growth factor-activated receptor activity', 'membrane part', 'Golgi apparatus', 'phospholipid biosynthetic process'}"
C0234632,Reduced visual acuity,102,"{'detection of light stimulus', 'detection of abiotic stimulus', 'nervous system process', 'sensory perception', 'visual perception', 'response to light stimulus', 'system process', 'detection of visible light', 'detection of external stimulus', 'sensory perception of light stimulus'}",0.1,96,0.19859108594658592,3.213851628143862e-194,"{'ribonucleotide catabolic process', 'cyclic nucleotide metabolic process', ""3',5'-cyclic-GMP phosphodiesterase activity"", 'phosphoric diester hydrolase activity', ""3',5'-cyclic-AMP phosphodiesterase activity"", 'purine nucleotide catabolic process', 'purine ribonucleotide catabolic process', 'cyclic nucleotide catabolic process', ""3',5'-cyclic-nucleotide phosphodiesterase activity"", 'cyclic-nucleotide phosphodiesterase activity'}"
C1846149,Progressive mental retardation,93,"{'global genome nucleotide-excision repair', 'UV protection', 'nucleotide-excision repair, preincision complex stabilization', 'nucleotide-excision repair complex', ""nucleotide-excision repair, DNA incision, 5'-to lesion"", 'nucleotide-excision repair, preincision complex assembly', 'nucleotide-excision repair, DNA incision', 'protein-DNA complex assembly', 'protein-DNA complex subunit organization', 'nucleotide-excision repair'}",0.1843137254901961,209,0.29259707485725134,0.0,"{'nucleotide-excision repair, preincision complex stabilization', 'cellular response to DNA damage stimulus', 'transcription-coupled nucleotide-excision repair', 'cellular response to stress', 'transcription factor TFIIH holo complex', 'transcription factor TFIIH core complex', 'DNA repair', 'nucleotide-excision repair', 'DNA metabolic process', 'nucleotide-excision repair, DNA incision'}"
